ccaa;provincia;anio;renta_neta_anual;is_projection;renta_mensual_neta
Euskadi;Vizcaya;2017;14605;False;1217.0833
Euskadi;Vizcaya;2018;15047;False;1253.9167
Euskadi;Vizcaya;2019;15547;False;1295.5833
Euskadi;Vizcaya;2020;15555;False;1296.25
Euskadi;Vizcaya;2021;16192;False;1349.3333
Euskadi;Vizcaya;2022;17225;False;1435.4167
Euskadi;Vizcaya;2023;18738;False;1561.5
Euskadi;Vizcaya;2024;19940.8912;True;1661.7409
Euskadi;Vizcaya;2025;21221.0023;True;1768.4169
Euskadi;Gipúzcoa;2016;15090;False;1257.5
Euskadi;Gipúzcoa;2017;15372;False;1281
Euskadi;Gipúzcoa;2018;15891;False;1324.25
Euskadi;Gipúzcoa;2019;16463;False;1371.9167
Euskadi;Gipúzcoa;2020;16399;False;1366.5833
Euskadi;Gipúzcoa;2021;16887;False;1407.25
Euskadi;Gipúzcoa;2022;18325;False;1527.0833
Euskadi;Gipúzcoa;2023;19616;False;1634.6667
Euskadi;Gipúzcoa;2024;20828.0228;True;1735.6686
Euskadi;Gipúzcoa;2025;22114.9334;True;1842.9111
Murcia;Murcia;2015;8908;False;742.3333
Murcia;Murcia;2016;9124;False;760.3333
Murcia;Murcia;2017;9518;False;793.1667
Murcia;Murcia;2018;9948;False;829
Murcia;Murcia;2019;10422;False;868.5
Murcia;Murcia;2020;10574;False;881.1667
Murcia;Murcia;2021;11023;False;918.5833
Murcia;Murcia;2022;11599;False;966.5833
Murcia;Murcia;2023;12446;False;1037.1667
Murcia;Murcia;2024;13141.8997;True;1095.1583
Murcia;Murcia;2025;13876.7095;True;1156.3925
